 등록번호,상호,업종,주소,메뉴,영업시간,주차정보,제안수,댓글수
325,내사랑동까스,일식,경기도 파주시 송학말길 65,왕돈가스,,,,
326,순짬뽕,중식,경기도 파주시 시청로 5,군산짬뽕,,,,
327,원조두지리매운탕본점,한식,경기도 파주시 적성면 술이홀로 2316번길 45,민물매운탕,,,,
328,갈릴리농원,한식,경기도 파주시 탄현면 방촌로 1196,장어구이,,,,
329,사거리덕성식당,한식,경기도 평택시 국제로 38,순대국,,,,
330,물음표볶음,한식,경기도 평택시 밀월로 43번길 46,"칼국수,열무국수",,,,
331,온달해물국,한식,경기도 평택시 방여울로39번길 6,대구맑은탕,,,,
332,갈릴리수산,한식,경기도 평택시 서정로 216,회,,,,
333,미스진햄버거,양식,경기도 평택시 쇼핑로 3-1,햄버거,,,,
334,숯고개부대찌개 ,한식,경기도 평택시 쇼핑로 39-1,"부대찌개, 스테이크",,,,
335,록키즈버거,양식,경기도 평택시 쇼핑로 8,햄버거,,,,
336,역전육회,한식,경기도 평택시 원평로52번길 19,육회,,,,
337,평택쌍둥이네,한식,경기도 평택시 유천3길 109,어죽,,,,
338,사오정과저팔계,한식,경기도 평택시 이충로100번길 31,"백반, 오징어볶음",,,,
339,동해장,중식,경기도 평택시 중앙로 137,유니짜장,,,,
340,깔끔이분식,한식,경기도 평택시 중앙시장로 18-2,"쫄면, 당면떡볶이",,,,
341,송쓰버거,양식,경기도 평택시 중앙시장로25번길 12-1,햄버거,,,,
342,김네집,한식,경기도 평택시 중앙시장로25번길 15,부대찌개,,,,
343,시골풍경,한식,경기도 평택시 청북읍 현곡길 73,민물매운탕,,,,
344,꼬끼오닭개장,한식,경기도 평택시 청북읍 서해로 1752-3,닭개장,,,,
345,항아리메밀국수집,한식,경기도 평택시 통복시장로22번길 7-1,오리백숙,,,,
346,이모네시골집,한식,경기도 평택시 팽성읍 송화택지로 25번길 13,묵은지 닭볶음탕,,,,
347,이창진가마솥곰탕,한식,경기도 평택시 평택1로 105,곰탕,,,,
348,호성식당,한식,경기도 평택시 포승읍 연암길 87,"꽃게탕, 게장정식",,,,
349,홍두깨식당,한식,경기도 평택시 포승읍 연암길 92,칼국수,,,,
350,하늘정농원,한식,경기도 평택시 포승읍 재촌안길 7-37,닭요리,,,,
351,대반식당,한식,경기도 평택시 현덕면 인광4길 19-25,각종찌개,,,,
352,모내기,한식,경기도 포천시 군내면 포천로 1495,쌈밥,,,,
353,함병현김치말이국수,한식,경기도 포천시 내촌면 내촌로 175,국수,,,,
354,원조우렁쌈밥순두부,한식,경기도 포천시 내촌면 신팔리 73-5,순두부,,,,
355,동이손만두,한식,경기도 포천시 소흘읍 광릉수목원로 700-3,만두,,,,
356,동강민물매운탕,한식,경기도 포천시 소흘읍 죽엽산로 378,매운탕,,,,
357,무봉리토종순대국본점,한식,경기도 포천시 소흘읍 호국로 475,순대국,,,,
358,고향나들이,한식,경기도 포천시 신북면 깊이울로 103,오리로스,,,,
359,평양면옥,한식,경기도 포천시 신북면 틀못이길 9,평양냉면,,,,
360,우목정,한식,경기도 포천시 이동면 화동로 1974,이동갈비,,,,
361,포천팔공짬뽕수제돈까스,퓨전,경기도 포천시 호국로 1193,"짬뽕, 왕돈까스",,,1,
362,홍두깨,한식,경기도 포천시 정문동길 24,칼국수,,,,
363,밀향기,한식,경기도 하남시 검단산로 217,"검은콩국수, 해물칼국수",,,,
364,오천년코다리본점,한식,경기도 하남시 검단산로 263,코다리조림,,,,
365,창모루,한식,경기도 하남시 검단산로 301,칼국수,,,,
366,팔당원조칼제비칼국수,한식,경기도 하남시 검단산로 348,칼제비,,,,
367,털보집,한식,경기도 하남시 검단산로 379,"빠가사리매운탕, 붕어찜",,,,
368,강릉해변메밀막국수,한식,경기도 하남시 서하남로 541,메밀막국수,,,,
369,오늘도웃자,한식,경기도 하남시 서하남로 573,생고기 두루치기,,,,
370,양지곱창,한식,경기도 하남시 수리북로 15,"돼지막창양념,소금구이",,,,
371,유장춘닭개장,한식,경기도 하남시 천현로 86,닭개장,,,,
372,독불장군,한식,경기도 하남시 초일로 10,백반,,,,
373,상화울가든,한식,경기도 하남시 초일로 174번길 27,"능이닭, 오리백숙",,,,
374,산곡민물매운탕어탕칼국수,한식,경기도 하남시 하남대로 183,민물매운탕국수,,,,
375,초가집,한식,경기도 화성시 남양읍 남양로 610,아구찜,,,,
376,원냉면,한식,경기도 화성시 남양읍 남양성지로 147,"만두전골, 냉면",,,,
377,옥돌정,한식,경기도 화성시 남양읍 남양성지로 211,"냉면, 곰탕",,,,
378,병점아씨닭발,한식,경기도 화성시 병점동로 98,"닭발, 똥집볶음, 오돌뼈",,,,
379,산골추어탕,한식,경기도 화성시 봉담읍 가능골2길 39,매운탕,,,,
380,구가네통영굴밥,한식,경기도 화성시 봉담읍 왕림리 15,굴정식,,,,
381,다람쥐할머니,한식,경기도 화성시 비봉면 비봉로 165,도토리묵맛집,,,,
382,비봉손칼국수,한식,경기도 화성시 비봉면 화성로 1617번길 57,칼국수,,,,
383,신서해횟집,한식,경기도 화성시 서신면 궁평항로 1159-1,"우럭매운탕, 가자미무침",,,,
384,전주초가집,한식,경기도 화성시 서신면 궁평항로 1276-1,청국장,,,,
385,삼성낙지칼국수,한식,경기도 화성시 서신면 바다뜰길 100,"낙지무침, 칼국수",,,,
386,구좌리얼크니손칼국수화성점,한식,경기도 화성시 세자로 481,샤브칼국수,,,,
387,시골집민물장어,한식,경기도 화성시 송산면 제부로 1143-8,민물장어,,,,
388,두오즈 ,카페,경기도 화성시 장안면 한천1길 32-7,김치찌개백반,,,,
389,뚝방집,한식,경기도 화성시 정남면 모산길 19-19,"묵밥, 손두부",,,,
390,용바우가든,한식,경기도 화성시 정남면 신백길 39,"왕갈비, 김치전골",,,,
391,부산식당 순대국밥,한식,경기도 화성시 태안로 210-1,순대국,,,,
392,화성청학동칡냉면,한식,경기도 화성시 효행로 468,냉면,,,,
393,해장촌,한식,경기도 화성시 효행로 509,해장국,,,,
394,석천돌솥밥,한식,인천광역시 강화군 강화읍 강화대로393번길 8-1,돌솥한정식,,,,
395,수라전통육개장,한식,인천광역시 강화군 강화읍 강화대로403번길 14,육개장,,,,
396,호산정,한식,인천광역시 강화군 강화읍 고비고개로 248-5,맛있는밥상,,,,
397,강화쑥숯불갈비,한식,인천광역시 강화군 강화읍 남문로 45,갈비,,,,
398,왕자정묵밥,한식,인천광역시 강화군 강화읍 북문길 55,묵밥,,,,
399,우리옥,한식,인천광역시 강화군 강화읍 신문리 184-5,한식집,,,,
400,연미정 할머니네,한식,인천광역시 강화군 강화읍 해안북로 450,백반,,,,
401,서령,한식,인천광역시 강화군 길상면 보리고개로 96,메밀 막국수,,,,
402,보광호,한식,인천광역시 강화군 길상면 해안남로619번길 21,꽃게탕,,,,
403,충남서산집,한식,인천광역시 강화군 내가면 중앙로 1200,"꽃게탕, 꽃게찜",,,,
404,이유가,한식,인천광역시 강화군 선원면 시리미로42번길 62-34,청국장,,,,
405,일미산장숯불장어,한식,인천광역시 강화군 선원면 더리미길 2,"민물장어, 갯벌장어",,,,
406,돌기와집,한식,인천광역시 강화군 송해면 상도숭뢰길116번길 39-10,"붕어찜, 메기매운탕",,,,
407,유진면옥,한식,인천광역시 강화군 양도면 강화남로 606-1,"진주냉면, 육개장, 육전",,,,
408,편가네된장,한식,인천광역시 강화군 화도면 가능포로89번길 11,"강된장비빕밥, 젓국갈비전골",,,,
409,계산복집,한식,인천광역시 계양구 계산새로25,복어요리,,,,
410,현미순두부,한식,인천광역시 부평구 마장로 265,순두부,,,,
411,찐만이네,한식,인천광역시 계양구 봉오대로677번길 15-1,만두,,,,
412,바로족발,한식,인천광역시 계양구 주부토로 545,족발,,,,
413,들내음들깨칼국수·수제비,한식,인천광역시 남동구 논고개로 393,"들깨칼국수, 수제비",,,,
414,마음으로 가는 고향,한식,인천광역시 남동구 덕골로 151,돌솥비빔밥,,,,
415,풍가미가뼈해장국,한식,인천광역시 남동구 만수로75번길 17,뼈해장국,,,,
416,대관령숯불갈비,한식,인천광역시 남동구 문화로133번길 44,"우렁쌈밥, 두루치기",,,,
417,모자온달,한식,인천광역시 남동구 문화서로18번길 7,구이닭발,,,,
418,영일궁,한식,인천광역시 남동구 선수촌공원로23번길 20,삼겹살,,,,
419,자돈심,한식,인천광역시 남동구 선수촌공원로23번길 6-1,삼겹살,,,,
420,명동보리밥,한식,인천광역시 남동구 예술로 220,"보리밥정식, 보쌈",,,,
421,대명반점,중식,인천광역시 남동구 인주대로552번길 16,짬뽕,,,,
422,오복내,한식,인천광역시 남동구 호구포로765번길 68-1,미꾸라지 매운탕,,,,
423,현대물텀벙,한식,인천광역시 동구 샛골로 140,"아구탕, 아구찜",,,,
424,형제숯불갈비,한식,인천광역시 동구 화수로 83-1,"김치찌개, 제육볶음",,,,
425,길손물텀벙,한식,인천광역시 미추홀구 경인로7번길 4,아구찜,,,,
426,성진물텀벙,한식,인천광역시 미추홀구 독배로403번길 10,"아귀탕, 아귀찜, 해물찜",,,,
427,청수옥,한식,인천광역시 미추홀구 주승로 84,메밀,,,,
428,장촌칼국수,한식,인천광역시 옹진군 백령면 백령로345번길 15,"칼국수, 만두",,,,
429,그린파크,한식,인천광역시 옹진군 백령면 백령로297번길 16,"냉면, 수육, 전병",,,,
430,심마니한방옻닭,한식,인천광역시 부평구 동수로 28,한방삼계탕,,,,
431,뉴욕반점,한식,인천광역시 부평구 부평대로87번길 4,찹쌀탕수육,,,,
432,힐록,한식,인천광역시 부평구 청중로29번길 34,"돼지모둠바비큐, 파스타, 스테이크",,,,
433,이복집,한식,인천광역시 서구 가정로 168,복어요리,,,,
434,정가며느리볼테기,한식,인천광역시 서구 검단로459번길 7-3,볼테기찜,,,,
435,진천토종순대,한식,인천광역시 서구 신진말로 37,"순대국밥, 곱창전골",,,,
436,오아시스,일식,인천광역시 서구 심곡로 72-3,왕돈까스,,,,
437,어죽이네,한식,인천광역시 서구 심곡로 82-1,철렵국,,,,
438,구도로통닭,한식,인천광역시 서구 청라커낼로260번길 11,마늘쫑통닭,,,,
439,청정칼국수,한식,인천광역시 서구 푸른로14번길 12,청합칼국수,,,,
440,해가산꽃게탕,한식,인천광역시 연수구 대암로 21,꽃게탕,,,,
441,그시절동태촌,한식,인천광역시 연수구 샘말로 37-8,동태탕,,,,
442,용두레,한식,인천광역시 연수구 예술로20번길 41,"옻닭, 오리누룽지백숙",,,,
443,할머니 즉석떡볶이,한식,인천광역시 연수구 청량로 235,떡볶이,,,,
444,하림,중식,인천광역시 옹진군 덕적면 덕적북로133번길 55,"볶음밥, 짜장면",,,,
445,월아천,한식,인천광역시 중구 개항로45번길 12-20,"오리백숙, 닭볶음탕",,,,
446,해송쌈밥,한식,인천광역시 중구 공항서로 177,쌈밥,,,,
447,화성영양탕,한식,인천광역시 중구 서해대로410번길 45,"영양탕, 삼계탕",,,,
448,금산,한식,인천광역시 중구 연안부두로 16,밴댕이회무침,,,,
449,송원식당,한식,인천광역시 중구 연안부두로 24-1,밴댕이회무침,,,,
450,황해해물칼국수1호점,한식,인천광역시 중구 마시란로 24,"칼국수, 만두",,,,
451,연경,중식,인천광역시 중구 차이나타운로 41,짜장면,,,,
452,공화춘,중식,인천광역시 중구 차이나타운로 43,짜장면,,,,
453,신승반점,중식,인천광역시 중구 차이나타운로44번길 31-3,짜장면,,,,
454,남도추어탕,한식,인천광역시 중구 흰바위로92번길 6-16,추어탕,,,,
455,시골식당,한식,강원도 강릉시 강동면 헌화로 665-1,망치매운탕,,,,
456,청정갯마을,한식,강원도 강릉시 강릉대로 210번길 22,생선찜,,,,
457,엄지네포장마차,한식,강원도 강릉시 경강로 2255번길 21,꼬막무침,,,,
458,청송장칼국수,한식,강원도 강릉시 경강로2323번길 14,장칼국수,,,,
459,남항진어촌식당,한식,강원도 강릉시 공항길 127번길 35-7,가자미회무침,,,,
460,형제막국수,한식,강원도 강릉시 사임당로 113-3,"막국수, 수육 ",,,,
461,제주해인물회,한식,강원도 강릉시 사천면 진리해변길 68-9,물회,,,,
462,이주환전통한우,한식,강원도 강릉시 성산면 사임당로107번길 89,갈비탕,,,,
463,숲속집,한식,강원도 강릉시 성산면 칠봉로 15-7,순대국밥,,,,
464,해미가,한식,강원도 강릉시 솔올로 103,물회,,,,
465,연곡꾹저구탕,한식,강원도 강릉시 연곡면 진고개로 2679,꾹저구탕,,,,
466,차연희순두부청국장,한식,강원도 강릉시 초당순두부길 96,순두부,,,,
467,동화가든,한식,강원도 강릉시 초당순두부길77번길 15,짬뽕순두부,,,,
468,누리식당,한식,강원도 고성군 간성읍 수성로 150,소머리국밥,,,,
469,교동막국수,한식,강원도 고성군 간성읍 진부령로 2709-4,쌈밥정식,,,,
470,수성반점,중식,강원도 고성군 죽왕면 공현진길 37,짬뽕,,,,
471,백촌막국수,한식,강원도 고성군 토성면 백촌1길 10,막국수,,,,
472,소구리설렁탕,한식,강원도 고성군 토성면 중앙로 533,설렁탕,,,,
473,별미여행,한식,강원도 고성군 토성면 인흥길 110,한정식,,,,
474,참맛골,한식,강원도 동해시 동굴로 69,코다리조림 ,,,,
475,굴뚝촌,한식,강원도 동해시 삼화로 253-6,대나무밥,,,,
476,묵호물회,한식,강원도 동해시 샘실3길 24,"물회, 회덮밥",,,,
477,부담없는횟집,한식,강원도 동해시 일출로 135,"회, 매운탕, 대게",,,,
478,밥집,한식,강원도 동해시 천곡3길 3-6,수육,,,,
479,해물천하,한식,강원도 동해시 천곡로 68,해천탕,,,,
480,세진한우실비,한식,강원도 삼척시 도계읍 도계로 290-9,명품한우,,,,
481,토성집,한식,강원도 삼척시 봉황로 97,쌈밥정식,,,,
482,대청마루,한식,강원도 삼척시 사대안2길 26-12,삼겹살,,,,
483,천왕순대국,한식,강원도 삼척시 사대안길 15,순댓국,,,,
484,바다횟집,한식,강원도 삼척시 새천년도로 89-1,곰치국,,,,
485,녹연,한식,강원도 삼척시 남양길 25,돼지갈비,,,,
486,구름다리,한식,강원도 삼척시 청석로1길 10-29,산채더덕정식,,,,
487,부림해물 ,한식,강원도 삼척시 동해대로 3935,대구김치국 ,,,,
488,혜영이네,한식,강원도 속초시 대포항 희망길 55,새우튀김,,,,
489,그리운보리밥,한식,강원도 속초시 법대로 34,청국장,,,,
490,황가네찜 ,한식,강원도 속초시 영랑해안길 95,"생선모둠찜, 대구뽈찜 ",,,,
491,청해해물탕,한식,강원도 속초시 청초호반로 303,대구맑은탕,,,,
